Wavelength (nm),Differential Scalar Polarizability,Differential Vector Polarizability,Differential Tensor Polarizability
600.2700022500187,1.8070267653328236e-38,-1.409063378313169e-38,1.2233476580800536e-39
600.2800023333527,1.8067623214769102e-38,-1.409159444030063e-38,1.2251329994644988e-39
600.2900024166868,1.806497658987617e-38,-1.4092552644606282e-38,1.2269203152768856e-39
600.3000025000208,1.806232777240275e-38,-1.4093508391898876e-38,1.2287096096892998e-39
600.3100025833548,1.8059676756091716e-38,-1.4094461678014496e-38,1.2305008868836742e-39
600.3200026666889,1.805702353467551e-38,-1.4095412498775052e-38,1.2322941510518128e-39
600.3300027500229,1.8054368101876138e-38,-1.409636084998822e-38,1.2340894063953429e-39
600.340002833357,1.8051710451405096e-38,-1.4097306727447452e-38,1.2358866571258247e-39
600.350002916691,1.8049050576963292e-38,-1.4098250126931868e-38,1.2376859074647919e-39
600.360003000025,1.804638847224111e-38,-1.409919104420626e-38,1.2394871616437162e-39
600.370003083359,1.804372413091828e-38,-1.410012947502101e-38,1.2412904239040783e-39
600.3800031666931,1.8041057546663887e-38,-1.410106541511206e-38,1.2430956984974206e-39
600.3900032500271,1.8038388713136327e-38,-1.410199886020091e-38,1.2449029896853428e-39
600.4000033333612,1.803571762398326e-38,-1.410292980599451e-38,1.2467123017395528e-39
600.4100034166952,1.8033044272841637e-38,-1.410385824818523e-38,1.2485236389418615e-39
600.4200035000291,1.8030368653337492e-38,-1.4104784182450878e-38,1.2503370055843098e-39
600.4300035833631,1.802769075908607e-38,-1.4105707604454568e-38,1.2521524059691431e-39
600.4400036666972,1.8025010583691787e-38,-1.4106628509844707e-38,1.2539698444087527e-39
600.4500037500312,1.8022328120748047e-38,-1.4107546894254998e-38,1.2557893252259007e-39
600.4600038333652,1.801964336383737e-38,-1.410846275330432e-38,1.2576108527536007e-39
600.4700039166993,1.8016956306531245e-38,-1.4109376082596712e-38,1.2594344313351871e-39
600.4800040000333,1.8014266942390117e-38,-1.4110286877721361e-38,1.2612600653244413e-39
600.4900040833674,1.801157526496336e-38,-1.4111195134252518e-38,1.2630877590854789e-39
600.5000041667014,1.8008881267789247e-38,-1.411210084774944e-38,1.2649175169928646e-39
600.5100042500354,1.8006184944394877e-38,-1.4113004013756414e-38,1.2667493434316635e-39
600.5200043333695,1.80034862882962e-38,-1.411390462780261e-38,1.2685832427974219e-39
600.5300044167035,1.800078529299792e-38,-1.411480268540211e-38,1.2704192194962102e-39
600.5400045000375,1.7998081951993362e-38,-1.4115698182053848e-38,1.2722572779447555e-39
600.5500045833716,1.7995376258764765e-38,-1.411659111324152e-38,1.2740974225702623e-39
600.5600046667056,1.7992668206782796e-38,-1.4117481474433622e-38,1.2759396578106955e-39
600.5700047500396,1.7989957789506872e-38,-1.4118369261083303e-38,1.2777839881146363e-39
600.5800048333737,1.7987245000384926e-38,-1.4119254468628393e-38,1.2796304179414067e-39
600.5900049167076,1.7984529832853423e-38,-1.4120137092491317e-38,1.2814789517610674e-39
600.6000050000416,1.7981812280337268e-38,-1.412101712807909e-38,1.2833295940544916e-39
600.6100050833757,1.7979092336249931e-38,-1.4121894570783187e-38,1.2851823493133272e-39
600.6200051667097,1.7976369993993176e-38,-1.412276941597957e-38,1.287037222040102e-39
600.6300052500437,1.7973645246957216e-38,-1.412364165902863e-38,1.2888942167482332e-39
600.6400053333778,1.797091808852055e-38,-1.4124511295275114e-38,1.2907533379620547e-39
600.6500054167118,1.796818851204997e-38,-1.412537832004806e-38,1.2926145902168853e-39
600.6600055000458,1.7965456510900506e-38,-1.4126242728660827e-38,1.294477978058996e-39
600.6700055833799,1.7962722078415408e-38,-1.4127104516410919e-38,1.2963435060457563e-39
600.6800056667139,1.7959985207926066e-38,-1.4127963678580093e-38,1.2982111787455635e-39
600.6900057500479,1.795724589275202e-38,-1.412882021043415e-38,1.3000810007379115e-39
600.700005833382,1.7954504126200907e-38,-1.412967410722301e-38,1.3019529766134694e-39
600.710005916716,1.795175990156828e-38,-1.4130525364180612e-38,1.3038271109741045e-39
